83,black
104,like
95,people
43,trump
35,need
33,new
31,good
27,got
29,today
27,twitter
25,floyd
26,social
28,president
25,want
24,george
23,fact
20,country
21,needs
21,lives
18,work
16,house
15,look
15,state
8,help
